name,trip_count,route_count,geometry
Sarjapura Ring Road Junction,10,4,POINT (77.66825 12.92203)
Sarjapura Road Ibbaluru Junction,5,2,POINT (77.66585 12.9204)
Sarjapura Wipro Campus,8,3,POINT (77.71369 12.89886)
Sarvajna College/Vijayanagara,7,3,POINT (77.5391 12.97572)
Sasuveghatta,50,12,POINT (77.47537 13.09251)
Sasuveghatta Cross,5,4,POINT (77.47535 13.08473)
Sathanur,2,2,POINT (77.64742 13.13186)
Sathanur Colony,57,14,POINT (77.64651 13.12788)
Sathya Nagara,125,15,POINT (77.63991 13.00047)
Sathya Sai Baba Mandir,40,10,POINT (77.75753 13.00118)
Sathya Sai Hospital,7,3,POINT (77.72773 12.9823)
Savandarbar Ashrama,44,13,POINT (77.49228 12.90962)
Savandurga,1,1,POINT (77.29748 12.91561)
Savandurga Cross,137,28,POINT (77.27795 12.90483)
Savukanahalli,114,29,POINT (77.69459 13.2674)
Savukanahalli Gate,118,33,POINT (77.6956 13.25801)
School Manchanayakanahalli,22,10,POINT (77.40939 12.83736)
Seegehalli,9,4,POINT (77.71697 13.01426)
Seegehalli Gate,265,50,POINT (77.44376 12.98408)
Seegehalli Gate  Kadugodi,119,37,POINT (77.76101 13.01331)
Seegehalli Junction,1,1,POINT (77.71693 13.01627)
Seeresandra,1,1,POINT (77.48337 13.19185)
Seetha Circle,79,18,POINT (77.54882 12.93705)
Seethanayakanahalli,1,1,POINT (77.65996 12.76926)
Seetharam Bhattarapalya,2,1,POINT (77.33455 13.06088)
Sevanagara Varadenahalli,15,8,POINT (77.31387 12.97006)
Seventh Day School (Coles Park),18,7,POINT (77.61107 12.9956)
Shaneshwaraswamy Temple Sheshagirihalli,4,1,POINT (77.42114 12.84289)
Shanimahathma Temple,367,106,POINT (77.51612 12.83723)
Shankanipura Gate,21,5,POINT (77.77621 13.1069)
Shankar Mutt,200,20,POINT (77.54095 12.99945)
Shankara Nagara,8,2,POINT (77.54381 13.01593)
Shankarnagh Bus Stand,8,5,POINT (77.52677 12.99472)
Shankarnagh Circle,4,1,POINT (77.55949 12.93657)
Shanthi Talkies,2,2,POINT (77.57724 12.93686)
Shanthinagara Bus Station,3,2,POINT (77.59258 12.95449)
Shanthinagara KH Road,11,3,POINT (77.59193 12.95501)
Shanthinagara Manchanabele,48,7,POINT (77.34729 12.87953)
Shanthinagara Nelamangala,12,3,POINT (77.36737 13.07899)
Shanthinagara Ravuttanahalli,1,1,POINT (77.42182 13.01987)
Shanthiniketan Layout,1,1,POINT (77.60342 12.88282)
Shanubhoganahalli,4,3,POINT (77.5313 13.17917)
Shanubhoganahalli 1st Cross,12,6,POINT (77.56254 12.828)
Shanubhoganahalli Bannerughatta,20,11,POINT (77.56146 12.8267)
Shanubhoganahalli Gate (Dibbur Cross),8,3,POINT (77.53019 13.17267)
Sharada Colony,41,10,POINT (77.53358 12.99239)
Sharadamba Nagara,163,42,POINT (77.54125 13.04588)
Sharadanagara,2,2,POINT (77.55948 12.89261)
Sharadha Colony,31,16,POINT (77.53436 12.99184)
Sharavathi Hotel,18,11,POINT (77.58435 13.09789)
Shastri Bakery,23,5,POINT (77.57354 12.92345)
Sheganayakanahalli,7,1,POINT (77.80927 12.9263)
Sheganayakanahalli Cross,22,13,POINT (77.80882 12.92269)
Shell Company,1,1,POINT (77.70052 13.15427)
Shell Petrol Bunk,16,7,POINT (77.76225 13.01774)
Sheshadripuram College,77,33,POINT (77.58864 13.10041)
Sheshagirihalli,48,10,POINT (77.4215 12.84352)
Sheshagiripura,3,1,POINT (77.41809 12.88088)
Shettarahalli Cross,5,2,POINT (77.67638 13.26652)
Shettigere,53,17,POINT (77.66724 13.1798)
Shettigowdanahalli,51,11,POINT (77.3683 12.81139)
Shettyhalli,1,1,POINT (77.51718 13.0649)
Shettyhalli Cross,21,9,POINT (77.52554 13.05034)
Shikaripalya,1,1,POINT (77.65573 12.83388)
Shilpa Bakery Horamavu Road,1,1,POINT (77.65061 13.03774)
Shine Bakery,9,3,POINT (77.62375 12.95074)
Shiradi Sai Temple Arakere,8,4,POINT (77.61011 12.88304)
Shirdi Sai Nagara,20,11,POINT (77.63797 13.0668)
Shirke KHB Quarters,43,14,POINT (77.48772 12.93175)
Shiva Ittige Factory,26,11,POINT (77.84935 12.92781)
Shivagiri Choultry Vijyapura,4,3,POINT (77.79103 13.29467)
Shivaji Hotel,78,9,POINT (77.47649 12.94311)
Shivajinagara Bus Station,110,29,POINT (77.60304 12.98328)
Shivakote,39,16,POINT (77.51478 13.13333)
Shivakote Cross,9,3,POINT (77.51331 13.13555)
Shivanaapura,2,2,POINT (77.90396 13.15347)
Shivanahalli,3,2,POINT (77.57256 12.72333)
Shivanahalli 4th Main,6,2,POINT (77.54683 12.98886)
Shivananda Store,16,8,POINT (77.58022 12.98735)
Shivanapura,21,6,POINT (77.42152 13.04926)
Shivanapura Colony,10,5,POINT (77.42277 13.04503)
Shivanapura Colony 1,13,5,POINT (77.4227 13.04501)
Shivanapura Cross,140,34,POINT (77.88459 13.17689)
Shivanapura Cross 1,4,4,POINT (77.42223 13.04142)
Shivanapura Cross Hosakote,40,2,POINT (77.89668 13.15326)
Shobha Apartment,6,2,POINT (77.73453 12.73965)
Shobha Hills View Apartment,21,6,POINT (77.52045 12.86634)
Shobha Tulip JP Nagara,4,1,POINT (77.58591 12.89805)
Shoolay Circle Brigade Road,14,7,POINT (77.60687 12.96584)
Shopping Complex HMT,207,67,POINT (77.53739 13.04962)
Shreepatihalli,29,6,POINT (77.16781 12.96259)
Shri Rama Temple,3,2,POINT (77.52313 12.744)
Shrinivagilu Ejipura,38,13,POINT (77.63265 12.93859)
Shrunga School Devangondi,16,9,POINT (77.8326 12.97414)
Shrusti School Yalahanka,46,7,POINT (77.57596 13.10706)
Shyanumangala,3,1,POINT (77.43213 12.79482)
Shylendra Doddy,5,1,POINT (77.55289 12.80071)
Siddaganga College,47,10,POINT (77.39274 13.08213)
Siddaiah Puranik Road Junction,20,8,POINT (77.53716 12.98212)
Siddana Hosahalli,40,1,POINT (77.46017 13.05685)
Siddanapalya,43,12,POINT (77.65966 12.7247)
Siddapura,163,42,POINT (77.73191 12.95634)
Siddapura Ashoka Pillar,60,21,POINT (77.58879 12.94621)
Siddartha International School,5,1,POINT (77.48842 13.02854)
Siddartha Nagara,15,4,POINT (77.80643 13.08105)
Siddartha School Cross,3,1,POINT (77.48905 13.02611)
Siddayyana Doddy,14,7,POINT (77.59397 12.71713)
Sidedahalli,5,3,POINT (77.49523 13.06256)
Siemens,18,9,POINT (77.66215 12.84556)
Siemens Bank,552,122,POINT (77.49674 13.14916)
Siemens ‌ Bank,3,2,POINT (77.49667 13.14911)
Silk Farm,52,5,POINT (77.78543 12.81704)
Silk Institute Metro Station,135,21,POINT (77.52993 12.8616)
Silk Institute metro station,12,3,POINT (77.52985 12.86182)
Siluvepura,20,9,POINT (77.50106 13.11426)
Singahalli,18,2,POINT (77.72403 13.16158)
Singaianapalya Phoenix,13,6,POINT (77.6954 12.99542)
Singanayakanahalli,5,5,POINT (77.56529 13.14765)
Singanayakanahalli Gate,210,33,POINT (77.56972 13.14767)
Singapura,133,14,POINT (77.53823 13.07975)
Singapura LT,51,21,POINT (77.53999 13.07498)
Singarapura,11,7,POINT (77.74372 13.09957)
Singasandra,11,6,POINT (77.64704 12.8774)
Singasandra FLY,47,29,POINT (77.64637 12.87879)
Singena Agrahara Cross,50,3,POINT (77.719 12.83499)
Singena Agrahara Cross Fruits Market,235,63,POINT (77.68718 12.84257)
Sipgere Gate,1,1,POINT (77.57724 12.82207)
Sir M Vishweshwaraiah Railway Station,29,8,POINT (77.64099 12.99966)
Sirsi Circle,11,7,POINT (77.55686 12.96038)
Sirsi Circle 1,2,1,POINT (77.55694 12.96031)
Skylark Arcadia Sadaramangala,17,5,POINT (77.73549 13.00637)
Soladevanahalli,42,8,POINT (77.3509 13.00808)
Soladevanahalli Police Station,187,78,POINT (77.48897 13.09335)
Sollepura,5,3,POINT (77.75638 12.83008)
Solur,92,36,POINT (77.84313 13.07085)
Solur Gate,125,15,POINT (77.65629 13.27013)
Somalapura,36,8,POINT (77.8613 12.9688)
Somanahalli,70,6,POINT (77.50359 12.77267)
Somanahalli Gate,98,31,POINT (77.49682 12.78054)
Somasandra Palya,3,2,POINT (77.65121 12.89881)
Somasandra palya  Lake,1,1,POINT (77.64863 12.89949)
Somashettyhalli Cross,164,27,POINT (77.51721 13.08142)
Somathanahalli Gate,373,113,POINT (77.76021 13.17112)
Someshwara Colony Magadi,44,11,POINT (77.20795 12.96417)
Sompura Gate,12,6,POINT (77.772 12.86202)
Sompura Tumakur Road,18,3,POINT (77.25141 13.21807)
Sonadenahalli Gate,10,6,POINT (77.80761 13.08779)
Sonal Garments Laggere Cross,89,14,POINT (77.52695 13.02152)
Sonare Doddy,3,2,POINT (77.51949 12.70958)
Sondekoppa,10,4,POINT (77.3843 13.02089)
Sondekoppa Circle Nelamangala,6,3,POINT (77.39483 13.09223)
Sondekoppa Cross,4,1,POINT (77.35086 13.01946)
Sonnappanahalli,9,4,POINT (77.61716 13.15615)
Sonnenahalli,46,17,POINT (77.50036 13.19775)
Sonnenahalli Bridge,112,12,POINT (77.48285 12.94208)
Sonnenahalli Govt Hospital,51,16,POINT (77.50226 13.19348)
Sonnur Gate,2,1,POINT (77.89368 12.89106)
Sony World 100ft Road  Koramangala,32,10,POINT (77.62766 12.93793)
Sony World 80ft Road Koramangala,164,32,POINT (77.62734 12.93694)
Sophiya School,15,9,POINT (77.58934 12.98573)
Sophiya School (KIA),2,1,POINT (77.58971 12.98586)
Sorahunse,58,9,POINT (77.75419 12.94666)
Sorahunse Gate,2,2,POINT (77.75108 12.9434)
Soukya Hospital Junction,15,3,POINT (77.78205 12.98795)
South End Circle,25,14,POINT (77.58016 12.93625)
Sowdamini Kalyana Mantapa,18,7,POINT (77.56669 12.8839)
Spriling School,7,2,POINT (77.74418 13.13775)
Sri Banashankari Layout,93,12,POINT (77.55796 13.17154)
Sri Bhuvaneshwari Nagara,1,1,POINT (77.60245 13.05519)
Sri Ramanahalli,11,5,POINT (77.56296 13.19517)
Sri Ramapura,22,6,POINT (77.61998 13.0659)
Sri Swananda Ashrama,5,2,POINT (77.49429 12.84399)
Srigandhada Kaval,6,2,POINT (77.50174 12.97868)
Srikanteshwara Park,10,6,POINT (77.55369 12.92643)
Srinagara Bus Station,136,33,POINT (77.55479 12.94425)
Srinavasa Temple,156,21,POINT (77.54508 13.00831)
Srinivasa Kalyana Mantapa,1,1,POINT (77.54438 12.926)
Srinivasa Nagara,5,4,POINT (77.55687 12.93816)
Srinivasa Nagara PattegarPalya,115,37,POINT (77.52365 12.97645)
Srinivasa Temple,138,37,POINT (77.54499 13.00835)
Srinivasapura Cross,13,5,POINT (77.64513 13.126)
Srinivasapura Kogilu,26,9,POINT (77.62358 13.10335)
Srinivasapura Uttarahalli Road,1,1,POINT (77.51091 12.90129)
Sriram Properties,49,8,POINT (77.78476 12.81145)
Srirama Layout Avalahalli Road,187,39,POINT (77.72935 13.0397)
Srirama Reddy Layout,55,16,POINT (77.68157 12.97175)
Sriramapura Bommasandra Road,14,6,POINT (77.66218 12.80234)
Sriramapura Circle,2,2,POINT (77.60981 13.06668)
Sriramapura Colony,8,3,POINT (77.31245 13.0228)
Sriramapura Cross,1,1,POINT (77.61311 13.06771)
Srirangam Silk House HSR Layout,15,7,POINT (77.63527 12.9124)
St Francis School,3,3,POINT (77.62563 12.8888)
St Johns Hospital,8,4,POINT (77.61531 12.92909)
St Joseph Boys High School Musuem Road,1,1,POINT (77.6044 12.97193)
St Joseph College,167,40,POINT (77.60368 12.97036)
St Joseph's Indian School/ Malya Hospital,2,1,POINT (77.5943 12.97052)
St Josephine School Annapoorneshwarinagara,10,4,POINT (77.50569 12.97784)
St Marthas Hospital,1,1,POINT (77.58716 12.96945)
St Marys School,61,7,POINT (77.60954 12.84573)
St Marys School Chikkakammanahalli,77,14,POINT (77.60889 12.84772)
St Patrick Church,10,4,POINT (77.60517 12.97023)
St francis College,150,34,POINT (77.63086 12.92441)
State Bank India Garage,2,1,POINT (77.6015 12.97435)
State Bank of India,30,8,POINT (77.55309 13.05051)
Steel Factory Banasawadi,5,5,POINT (77.6498 13.01333)
Sterling Apartment,142,49,POINT (77.58834 13.05778)
Stone Factory,16,7,POINT (77.4977 12.84427)
Subbaiah Circle,23,14,POINT (77.59093 12.96266)
Subbanna Garden,5,2,POINT (77.53225 12.96464)
Subbarayappanapalya Cross,58,26,POINT (77.43769 12.88926)
Subbayyanapalya/Ayyappa Temple,8,4,POINT (77.64093 13.00755)
Subramanya Swamy Temple,59,4,POINT (77.562 12.94171)
Subramanyanagara,180,65,POINT (77.56136 13.00415)
Subramanyanagara Police Station,18,9,POINT (77.55356 13.00347)
Subramanyapura KEB,29,5,POINT (77.54636 12.89758)
Subramanyapura Police Station,39,13,POINT (77.54414 12.90144)
Subramanyapura Post Office,2,2,POINT (77.54391 12.89884)
Sudduguntepalya,93,29,POINT (77.60988 12.93123)
Sugaturu,22,8,POINT (77.83283 13.25697)
Suggatta,4,3,POINT (77.60332 13.14464)
Sujatha Talkies,41,15,POINT (77.56234 12.98262)
Sulibele,11,4,POINT (77.80311 13.18673)
Sulibele KEB,157,46,POINT (77.80023 13.18552)
Sulibele Quarters,8,3,POINT (77.80538 13.18904)
Sulikere,1,1,POINT (77.44804 12.93906)
Sulikere Cross,8,4,POINT (77.44647 12.93484)
Sulikunte,26,9,POINT (77.72846 12.89246)
Sulivara,7,5,POINT (77.36211 12.90299)
Sulivara Cross,91,27,POINT (77.36752 12.9025)
Sultan palya,110,32,POINT (77.60407 13.02658)
Sultanpalya Cross Pushpanjali Talkies,11,7,POINT (77.60241 13.02215)
Summanahalli,123,41,POINT (77.51934 12.98631)
Sumuka Layout,3,2,POINT (77.6999 12.85481)
Sun Shine School,2,2,POINT (77.66837 13.03098)
Sun Valley Public School Thimmsandra,50,6,POINT (77.77382 13.12839)
Sundaram Estate,117,23,POINT (77.47598 12.77736)
Sunkadakatte,28,10,POINT (77.50154 12.98989)
Super Talkies (Cottonpet Hospital),40,8,POINT (77.57023 12.96808)
Surabhi Layout,8,2,POINT (77.58189 12.86746)
Suradenapura Gate,243,33,POINT (77.55907 13.20426)
Suragajakkanahalli,23,10,POINT (77.66906 12.73972)
Suranjan Das Road/NGEF,322,107,POINT (77.6481 12.98643)
Surya Nagara,14,8,POINT (77.70562 12.79071)
Surya Nagara Apartment,9,2,POINT (77.76252 12.9314)
Suryacity Gate,38,13,POINT (77.70601 12.79258)
Swami Narayana Gurukula,5,5,POINT (77.43691 12.86656)
Swamy Vivekananda Metro Station,4,3,POINT (77.64547 12.98583)
Swamy Vivekananda Metro Station/Isolation Hospital,45,13,POINT (77.6452 12.9859)
Swastik Sheshadripuram,4,1,POINT (77.57449 12.98784)
Swastik Sheshadripuram College,61,13,POINT (77.57414 12.98851)
Syndicate Bank,9,2,POINT (77.56423 12.9466)
Syndicate Bank Layout,83,10,POINT (77.48947 12.99796)
Systems Peenya,20,4,POINT (77.51794 13.03497)
T Agrahara,55,5,POINT (77.852 13.19028)
T Begur,1,1,POINT (77.33898 13.14859)
T Dasarahalli,95,14,POINT (77.51276 13.04283)
T John College,33,16,POINT (77.58832 12.84923)
TATA Advance Jigani Industrial Area,4,2,POINT (77.64143 12.77495)
TB Nelamangala,24,9,POINT (77.40144 13.09718)
TC Palya,24,4,POINT (77.69986 13.02161)
TC Palya  Gate Hosakote Road,75,25,POINT (77.7045 13.01705)
TC Palya Cross,2,2,POINT (77.7049 13.02084)
TCI,35,10,POINT (77.46474 13.05906)
TG Halli Quarters,10,4,POINT (77.33555 12.95256)
TISB Boys Hostel,15,4,POINT (77.74945 12.89192)
TP Gate Thippagondanahalli,4,2,POINT (77.34318 12.96238)
TV Tower,75,26,POINT (77.59078 13.00964)
TVS Cross Peenya,23,9,POINT (77.51984 13.02837)
Talegere,7,5,POINT (77.52948 12.83117)
Tata Institute,362,85,POINT (77.56755 13.01313)
Tata Silk Farm,16,3,POINT (77.57382 12.93581)
Tataguni,1,1,POINT (77.50924 12.84378)
Tattaguppe,32,18,POINT (77.52936 12.77369)
Tattanalli Gate,3,1,POINT (77.73079 12.73549)
Tattekere,15,5,POINT (77.57257 12.67304)
Tavakkal Hospital,11,8,POINT (77.66442 13.10594)
Tavarekatte,54,14,POINT (77.3828 12.91143)
Tavarekere,87,19,POINT (77.40008 12.9658)
Tavarekere Aladamara,1,1,POINT (77.61054 12.92215)
Tavarekere Mori,7,3,POINT (77.60886 12.92504)
Teachers Colony Geddalahalli,8,4,POINT (77.63908 13.05521)
Telecom Layout,19,5,POINT (77.54937 12.94843)
Telephone Exchange AGO/VSD,49,12,POINT (77.58852 12.98225)
Tennis Court Thindlu,15,5,POINT (77.56946 13.06825)
Thabarahalli,11,5,POINT (77.64427 13.18861)
Thabarahalli Gate,1,1,POINT (77.64409 13.18856)
Thagachaguppe,12,4,POINT (77.45507 12.86647)
Thalagattapura,21,10,POINT (77.53705 12.86958)
Thalagattapura Metro Station,11,1,POINT (77.53854 12.87128)
Thalaghattapura Metro Station,2,2,POINT (77.53833 12.87143)
Thalaker Cross,4,2,POINT (77.32524 13.15833)
Thalakunte,1,1,POINT (77.91897 12.9289)
Thammanayakanahalli,2,1,POINT (77.63534 12.69564)
Thammarasanahalli,37,3,POINT (77.8335 13.19529)
Thammenahalli,17,5,POINT (77.48927 13.07838)
Thammenahalli Cross,32,10,POINT (77.48874 13.08434)
Thammenahalli Palya,29,6,POINT (77.48816 13.07599)
Thandya,11,6,POINT (77.26601 12.94578)
Thandya Dabaspete,2,1,POINT (77.2399 13.2132)
Thanisandra,77,21,POINT (77.63225 13.05588)
Tharabanahalli,132,35,POINT (77.48088 13.10126)
Tharabanahalli Choultry,42,19,POINT (77.47916 13.10535)
Tharabanahalli Colony,1,1,POINT (77.62535 13.19084)
Tharahunase,3,2,POINT (77.58857 13.17863)
Tharalu,39,11,POINT (77.5224 12.78931)
Tharalu Estate,82,9,POINT (77.52437 12.78643)
Thataguni,10,3,POINT (77.50916 12.84369)
Thataguni BWSSB,7,3,POINT (77.516 12.84858)
Thattanahalli,54,12,POINT (77.72474 12.74546)
Thayappana Doddy,33,10,POINT (77.4261 12.7105)
The Golden Palm Resort Nagarur colony Nelamangala,24,7,POINT (77.44564 13.08893)
Theneyuru,5,1,POINT (77.83658 13.22639)
Thigalara Chowdenahalli Cross,23,11,POINT (77.75687 12.88176)
Thigalarapalya,79,25,POINT (77.48307 13.01687)
Thilagere,31,5,POINT (77.68143 13.32286)
Thimmabhovipalya Shivanapura,3,3,POINT (77.41933 13.05962)
Thimmadanahalli Gate,15,5,POINT (77.7754 12.95769)
Thimmappana Palya,10,2,POINT (77.39244 12.84165)
Thimmasandra,1,1,POINT (77.58126 13.172)
Thimmasandra Circle,3,2,POINT (77.5804 13.16995)
Thimmasandra Gate,9,5,POINT (77.77332 13.12414)
Thimmegowdarapalya,14,9,POINT (77.48997 12.82433)
Thindlu,16,6,POINT (77.5667 13.0735)
Thindlu Gate,12,6,POINT (77.79888 12.86036)
Thippagondanahalli Tumkur Road,2,1,POINT (77.3227 13.16007)
Thippasandra,225,30,POINT (77.64689 12.97361)
Thippasandra Gate,2,1,POINT (77.75457 12.91823)
Thippasandra Market,5,2,POINT (77.65099 12.97249)
Thippasandra Theatre Anjanapura,64,7,POINT (77.55851 12.87335)
Thippenahalli Anjaneya Temple,5,5,POINT (77.48451 13.03571)
Thippennahalli Cross,22,10,POINT (77.48361 13.02936)
Thirumala Dhaba,113,10,POINT (77.56324 13.09763)
Thirumala Gate,2,1,POINT (77.24066 12.95114)
Thirumalapura,146,35,POINT (77.48357 13.12541)
Thirumalashettyhalli  Cross,6,4,POINT (77.78128 12.98602)
Thirumalashettyhalli Cross,27,6,POINT (77.78122 12.98638)
Thirumenahalli Cross (KNS College),9,7,POINT (77.63531 13.08853)
Thirumenahalli Gate,52,4,POINT (77.74515 13.11049)
Thiruvaranga Gate,261,82,POINT (77.82878 12.89588)
Thogur Cross,3,2,POINT (77.64427 12.84356)
Thokathimmana Doddy,2,1,POINT (77.47984 12.7483)
Thokathimmana Doddy Cross,213,68,POINT (77.47896 12.74399)
Thonachinakuppe,8,3,POINT (77.34737 13.14163)
Thore Hosapalya,7,3,POINT (77.32927 13.02583)
Thore Hosapalya Cross,3,1,POINT (77.32572 13.09588)
Thore Nagasandra,19,5,POINT (77.47461 13.11457)
Thore Nagasandra Cross,45,9,POINT (77.48192 13.11201)
Thorepalya,6,2,POINT (77.33834 13.09478)
Thotada Guddadahalli,38,19,POINT (77.48948 13.06819)
Thotagere Basavanna Devastana,120,33,POINT (77.45361 13.13819)
Thotagere Village,2,1,POINT (77.446 13.1361)
Thubarahalli,12,6,POINT (77.72061 12.95585)
Thunga Nagara,9,4,POINT (77.48526 12.99192)
Thunganagara Cross,242,85,POINT (77.48501 12.98551)
Thyagadahalli,1,1,POINT (77.39429 13.16463)
Thyagaraja Nagara,82,21,POINT (77.56764 12.93215)
Thyagaraja Nagara KEB Quarters,15,4,POINT (77.56842 12.93504)
Thyavakanahalli Gate,50,12,POINT (77.78634 12.82794)
Tin Factory,66,7,POINT (77.66857 12.99645)
Tippu Palace,5,3,POINT (77.5737 12.95997)
Tirumagondanahalli,261,82,POINT (77.72032 12.79438)
Tirumagondanahalli Ghati Subramanya,155,33,POINT (77.53895 13.35293)
Town Hall,191,35,POINT (77.58515 12.96361)
Town Hall 1,2,1,POINT (77.58404 12.96409)
Toyota Kirloskar Motor,2,1,POINT (77.41295 12.78279)
Trinity Circle,10,4,POINT (77.6197 12.97093)
Trumpet (KIA),28,7,POINT (77.65369 13.19625)
Tubagere,53,13,POINT (77.57194 13.37522)
Tulasipura,93,36,POINT (77.55786 12.845)
Tulips Resort,68,22,POINT (77.59556 12.8286)
Tumkur Road Junction,7,3,POINT (77.38535 13.09758)
Turahalli,10,5,POINT (77.5358 12.89438)
Udaya Badavane,164,23,POINT (77.46698 12.96165)
Udayapura,44,6,POINT (77.51202 12.81303)
Uddandahalli,3,1,POINT (77.38382 12.88644)
Uddandahalli Cross,52,12,POINT (77.37657 12.88727)
Udichikkanahalli,3,1,POINT (77.3948 13.17432)
Udipalya,6,5,POINT (77.5142 12.82044)
Uganawadi,13,5,POINT (77.65698 13.23901)
Uganawadi Cross,2,1,POINT (77.65601 13.23219)
UjinappanaDoddy,5,2,POINT (77.56807 12.70105)
Ullala Lake,45,10,POINT (77.47942 12.95874)
Ullala Satelite Town,2,2,POINT (77.47502 12.96283)
Ullala Satellite Town Cross,17,4,POINT (77.47858 12.96215)
Ullalu,2,1,POINT (77.48014 12.95568)
Ullalu Village,75,18,POINT (77.48012 12.95591)
Ummalu,2,1,POINT (77.93768 13.07334)
Ummalu Gate,234,40,POINT (77.91775 13.07826)
Univesity Quarters,60,11,POINT (77.50008 12.9528)
Upkar Layout Cross,2,2,POINT (77.47989 12.96375)
Upkar Residency Layout,2,1,POINT (77.48897 12.96402)
Upparahalli Gate,73,27,POINT (77.78205 13.0841)
Uragana Doddy,2,1,POINT (77.60075 12.73348)
Uttanahalli,3,3,POINT (77.65147 13.16555)
Uttanahalli  Circle,5,1,POINT (77.64702 13.16272)
Uttarahalli,50,21,POINT (77.54282 12.9059)
Uttarahalli Water Tank,145,28,POINT (77.53458 12.90842)
Uttari Cross,5,1,POINT (77.51048 12.80844)
Utthari,43,22,POINT (77.49322 12.81802)
VBHC Apartment Gate,5,4,POINT (77.70466 12.7574)
Vabasandra,96,26,POINT (77.78 13.12245)
Vabasandra Gate,22,12,POINT (77.77325 13.12358)
Vaddarahalli Cross,99,30,POINT (77.44696 13.01494)
Vaddarapalya,230,51,POINT (77.64079 12.76579)
Vaddarapalya JP Nagara 8th Phase,12,5,POINT (77.57649 12.87468)
Vaderahalli,316,57,POINT (77.52685 12.83538)
Vaderahalli Cross,17,7,POINT (77.44484 13.09932)
Vaderamanchanahalli Jigani,50,24,POINT (77.63032 12.76832)
Vagata,77,31,POINT (77.83572 13.02304)
Vagdevi Vilas School,13,7,POINT (77.76075 12.93227)
Vahale Gate,2,1,POINT (77.34208 12.87691)
Vaiyali Kaval,10,4,POINT (77.57754 12.99915)
Vaiyalikaval Police Station,84,39,POINT (77.57846 13.00176)
Vajarahalli Metro Station,45,14,POINT (77.54459 12.8773)
Vajragiri Estate,42,12,POINT (77.55657 12.85767)
Vajrakattepalya,20,6,POINT (77.38126 13.15792)
Vajramuneshwara Gate,11,2,POINT (77.53334 12.86481)
Valepura,4,2,POINT (77.76516 12.9562)
Valepura 1,1,1,POINT (77.76515 12.95621)
Valepura Cross,75,30,POINT (77.76694 12.94645)
Valepura Gate,62,16,POINT (77.77237 12.94893)
Vannarapet,11,5,POINT (77.62095 12.95625)
Varadenahalli,35,18,POINT (77.31242 12.96099)
Varadenahalli Handpost,44,8,POINT (77.31196 12.95536)
Varthur Kodi,40,8,POINT (77.74472 12.95664)
Varthur kodi,49,14,POINT (77.74642 12.95897)
Varthuru,70,18,POINT (77.40216 12.98557)
Varthuru Govt College,20,8,POINT (77.74697 12.94276)
Varthuru Police Station,12,5,POINT (77.74638 12.93773)
Vasantha Nagara,56,31,POINT (77.59503 12.99278)
Vasanthanagara,5,2,POINT (77.59547 12.99395)
Vasanthappa Block,10,3,POINT (77.58917 13.02628)
Vasanthapura,122,25,POINT (77.55244 12.89626)
Vasavi Vidya Mandira,2,1,POINT (77.57564 12.94832)
Vasudevapura,416,90,POINT (77.52037 12.79802)
Veerabhadra Nagara,144,51,POINT (77.53376 12.93869)
Veerabhadranagara,6,3,POINT (77.53343 12.93828)
Veeranjaneya Temple,11,4,POINT (77.41254 12.82864)
Veerannapalya,37,17,POINT (77.61382 13.04231)
Veerasandra,41,7,POINT (77.67674 12.84012)
Venkatagiri Kote,29,6,POINT (77.72547 13.32716)
Venkatala,37,20,POINT (77.60498 13.1111)
Venkatapura,76,17,POINT (77.82075 13.2798)
Venkatapura Cross,10,2,POINT (77.8058 13.28338)
Venkatapura Gate Lakkondahalli,47,16,POINT (77.77366 13.1146)
Venkateshapura,251,63,POINT (77.61762 13.0155)
Venkateshwara College,3,1,POINT (77.63641 13.16037)
Venkateshwara Layout,47,5,POINT (77.48856 12.99331)
Venkateshwara Nagara Cross,9,4,POINT (77.62065 13.07044)
Veterinary Hospital,59,21,POINT (77.58697 13.03018)
Vidhana Soudha,3,2,POINT (77.58853 12.98104)
Vidhana Soudha Karnataka High Court,8,8,POINT (77.59296 12.9802)
Vidhana Soudha Layout,30,3,POINT (77.52245 13.01543)
Vidyamanyanagara,4,3,POINT (77.48746 13.0046)
Vidyanagara Chikkajala,2,2,POINT (77.64073 13.16001)
Vidyanagara Chikkajala 1,1,1,POINT (77.64068 13.15991)
Vidyanagara Cross,1,1,POINT (77.6269 13.161)
Vidyanagara Cross Chikkajala,7,2,POINT (77.62657 13.16137)
Vidyaniketan Public School,2,2,POINT (77.48631 12.95118)
Vidyaniketan School Hebbala,17,7,POINT (77.59642 13.04748)
Vidyapeeta Circle,68,24,POINT (77.56073 12.9352)
Vidyaranyapura,38,11,POINT (77.56028 13.08372)
Vidyaranyapura Bus Station,10,3,POINT (77.5607 13.08374)
Vidyaranyapura Post Office,36,23,POINT (77.55831 13.07658)
Vidyasagara,3,2,POINT (77.62743 13.04564)
Vigneshwara Nagara,91,33,POINT (77.4993 12.99255)
Vijaya Bank Bannerughatta,11,4,POINT (77.58299 12.81549)
Vijaya Bank Colony Ayyappa Temple,82,24,POINT (77.60631 12.89123)
Vijaya Bank Colony Ring Road,98,17,POINT (77.66021 13.01695)
