name,trip_count,route_count,id,geometry
Depot-30 Puttenahalli,2,1,48e,POINT (77.57762 13.11009)
Depot-31 Gate,80,21,13a,POINT (77.52146 12.99306)
Depot-31 Gate,56,7,2n2,POINT (77.5213 12.99311)
Depot-31 Summanahalli,33,2,27n,POINT (77.52221 12.99285)
Depot-32 Suryacity,1,1,45t,POINT (77.70677 12.79047)
Depot-33 Poornapragna layout,37,1,3j8,POINT (77.53606 12.90974)
Depot-34 Gate,10,5,15y,POINT (77.58571 12.87021)
Depot-34 Gate,56,10,46s,POINT (77.58567 12.87023)
Depot-34 Kottanur,44,1,40u,POINT (77.58616 12.87168)
Depot-35 Gate,33,7,443,POINT (77.44268 12.9726)
Depot-35 Kannalli,21,1,uc,POINT (77.44263 12.97253)
Depot-36 Bidadi,9,1,1uq,POINT (77.41428 12.76888)
Depot-36 Gate,9,1,1rt,POINT (77.41403 12.76845)
Depot-37 Kengeri,11,1,2f0,POINT (77.48793 12.91344)
Depot-38 Chikkanagamangala,13,2,29a,POINT (77.69176 12.85019)
Depot-38 Gate,2,2,12n,POINT (77.69251 12.84902)
Depot-38 Gate,28,11,wy,POINT (77.69247 12.84901)
Depot-39 Gate,5,2,27t,POINT (77.78178 13.06905)
Depot-39 Hoskote,45,4,37j,POINT (77.78173 13.06832)
Depot-40 Dasanapura,31,2,ln,POINT (77.44491 13.07402)
Depot-40 Gate,161,36,14d,POINT (77.44766 13.06872)
Depot-41 Gate,11,10,1hi,POINT (77.74239 12.9213)
Depot-41 Gate,53,10,1yw,POINT (77.74234 12.92131)
Depot-41 Gunjuru,34,2,1gk,POINT (77.7433 12.92231)
Depot-42 Gate  Arrival,5,1,3zo,POINT (77.70565 12.89538)
Depot-42 Gate Departure,7,3,10o,POINT (77.7057 12.89553)
Depot-42 Kodathi,5,1,2y8,POINT (77.7041 12.89596)
Depot-43 Gate,1,1,10a,POINT (77.42564 13.06595)
Depot-43 Gate,1,1,3gp,POINT (77.4255 13.06565)
Depot-43 Shivanapura,37,3,1c6,POINT (77.42575 13.0668)
Depot-44 Anjanapura,58,1,16g,POINT (77.56969 12.85538)
Depot-45 Gate,13,5,3qx,POINT (77.55072 13.0829)
Depot-45 Gate,59,23,hx,POINT (77.55066 13.08298)
Depot-45 MS Palya,31,2,207,POINT (77.55046 13.08431)
Depot-46 Sadenahalli,10,1,3au,POINT (77.56681 13.18393)
Depot-47 Gate,20,4,2vh,POINT (77.73201 13.08467)
Depot-47 Manduru,31,4,327,POINT (77.73146 13.08535)
Depot-48 Byrathibande,40,1,258,POINT (77.65422 13.07668)
Depot-48 Gate,1,1,1xs,POINT (77.65472 13.07752)
Depot-48 Gate,48,5,3ry,POINT (77.65467 13.07756)
Depot-50 Devanahalli,17,2,tl,POINT (77.71744 13.24698)
Depot-51 Sadaramangala,15,1,1dh,POINT (77.72654 12.99672)
Depot-51 Sadaramangala Arrival,31,2,o4,POINT (77.72624 12.99596)
Depot-9,1,1,7y,POINT (77.50051 13.02036)
Deshnarayanaswamy Temple,4,2,185,POINT (77.74576 13.13719)
Deshnarayanaswamy Temple,7,3,1se,POINT (77.74569 13.13726)
Design Global Mavallipura,1,1,38g,POINT (77.53097 13.13126)
Design Global Mavallipura,5,1,s4,POINT (77.53093 13.1313)
Deva Machohalli Cross,12,6,1ia,POINT (77.38112 12.96536)
Deva Machohalli Cross,4,2,9o,POINT (77.3811 12.96552)
Devadiga Soudha,1,1,1tw,POINT (77.51998 12.9265)
Devaganahalli,1,1,2f7,POINT (77.64887 13.2531)
Devagere,4,2,46l,POINT (77.46556 12.85669)
Devagere,1,1,mu,POINT (77.4657 12.85653)
Devagere Cross,2,2,44w,POINT (77.45713 12.86428)
Devagere Cross,4,2,c9,POINT (77.45713 12.86431)
Devaiah Park,92,11,34e,POINT (77.56419 12.99642)
Devaiah Park,117,11,37s,POINT (77.56424 12.99628)
Devalapura,1,1,1ls,POINT (77.82936 12.98466)
Devalapura Circle,1,1,2np,POINT (77.82842 12.98272)
Devalapura Circle,1,1,344,POINT (77.82836 12.98277)
Devanagondi,13,9,2gk,POINT (77.83873 12.97405)
Devanagondi,17,8,2lx,POINT (77.83869 12.97407)
Devanagondi LPG,1,1,3b3,POINT (77.83009 12.98996)
Devanagondi Railway Station,1,1,133,POINT (77.82956 12.98534)
Devanagundi Cross,8,4,1l8,POINT (77.82737 13.06044)
Devanahalli Bypass NH-7,30,9,29t,POINT (77.70346 13.24207)
Devanahalli Bypass NH-7,22,8,3gq,POINT (77.70399 13.24231)
Devanahalli Cross Sulibele,19,1,19f,POINT (77.79795 13.18482)
Devanahalli Cross Sulibele,4,1,1hj,POINT (77.79797 13.18495)
Devanahalli Cross Sulibele,25,4,45y,POINT (77.79804 13.18487)
Devanahalli Govt Hospital,3,1,2xm,POINT (77.72657 13.25751)
Devanahalli Govt Hospital,5,3,3y5,POINT (77.72655 13.25748)
Devanahalli New Bus Station,31,9,21r,POINT (77.71274 13.24543)
Devanahalli New Bus Station,28,10,32w,POINT (77.71281 13.24528)
Devanahalli Old Bus Stand,22,8,3ni,POINT (77.7156 13.24845)
Devanahalli Old Bus Stand,40,9,jq,POINT (77.71547 13.24853)
Devanahalli Talluk Office,27,8,201,POINT (77.70877 13.24363)
Devanahalli Talluk Office,22,8,xp,POINT (77.70893 13.24358)
Devannanapalya,100,13,1va,POINT (77.43139 13.07769)
Devannanapalya,132,28,2s8,POINT (77.43133 13.07734)
Devarabisanahalli Ring Road,93,13,3a2,POINT (77.68729 12.93218)
Devarabisanahalli Ring Road,113,14,3a4,POINT (77.68686 12.93145)
Devarachikkanahalli,28,1,1te,POINT (77.61555 12.88899)
Devasandra Chikkamaranahalli,10,3,2kd,POINT (77.56656 13.03638)
Devasandra Chikkamaranahalli,14,3,47n,POINT (77.5664 13.03636)
Devashettyhalli,2,1,2wn,POINT (77.82109 13.02425)
Devasthana Bidluru,4,2,sc,POINT (77.68979 13.27826)
Devegowda Hospital,5,2,1y6,POINT (77.55998 12.92041)
Devegowda Hospital,7,3,35i,POINT (77.56002 12.92053)
Devegowda Petrol Bunk,32,5,1z3,POINT (77.56058 12.92189)
Devegowda Petrol Bunk,9,4,2jq,POINT (77.56033 12.9227)
Devegowda Petrol Bunk,31,4,5t,POINT (77.55914 12.92194)
Devegowda Petrol Bunk,17,4,61,POINT (77.56027 12.92141)
Devinagara Cross,74,16,2pj,POINT (77.5692 13.04692)
Devinagara Cross,87,14,3a3,POINT (77.56904 13.047)
Devis Road,22,10,3js,POINT (77.61899 13.00327)
Devis Road,62,23,99,POINT (77.61968 13.00426)
Dhaba Gate,22,8,2lv,POINT (77.68726 13.22638)
Dhaba Gate,30,9,rb,POINT (77.68707 13.22644)
Dharma Nayakana Tandya,2,2,32a,POINT (77.34885 13.03018)
Dharmapura,2,1,3kv,POINT (77.80071 13.26845)
Dharmapura Cross,1,1,3mz,POINT (77.80908 13.26441)
Dharmapura Cross,2,1,vj,POINT (77.80912 13.26444)
Dharmapura Gate,1,1,220,POINT (77.80409 13.28389)
Dharmapura Gate,2,1,2ps,POINT (77.80407 13.28387)
Dhobi Ghat Rajajinagara,13,2,1xo,POINT (77.54912 12.98565)
Dhobi Ghat Rajajinagara,6,3,3yw,POINT (77.55087 12.98701)
Dhobi Ghat Rajajinagara,1,1,g6,POINT (77.551 12.98761)
Dhobi Ghat Rajajinagara,27,2,xc,POINT (77.55089 12.98721)
Dhobi Ghat Rajajinagara,2,2,z9,POINT (77.54934 12.98551)
Dhoopanahalli,13,1,33m,POINT (77.64156 12.96354)
Dhoopanahalli,19,4,397,POINT (77.64169 12.96342)
Diacon Hospital,85,8,35s,POINT (77.55003 13.00379)
Diacon Hospital,87,7,3f1,POINT (77.55002 13.00398)
Dinnepalya,7,2,1ak,POINT (77.49239 12.81119)
Dinnur,1,1,2bh,POINT (77.80198 13.25255)
Dinnur,3,1,2go,POINT (77.7515 12.99159)
Dinnur,2,1,36n,POINT (77.80195 13.25263)
Dinnur,1,1,wm,POINT (77.75146 12.99165)
Dinnur Cross,2,1,46r,POINT (77.80132 13.25084)
Dinnur Main Road,40,2,2ah,POINT (77.59884 13.02401)
Dinnur Main Road,51,6,aj,POINT (77.5989 13.02395)
Dinnur Sudhamanagara,1,1,y9,POINT (77.70584 12.71452)
Diwanarapalya,68,19,16e,POINT (77.56182 13.02679)
Diwanarapalya,110,29,3w5,POINT (77.5618 13.02674)
Doctors Layout Kasturinagara,8,2,37x,POINT (77.65948 13.00609)
Dodda Aladamara,5,4,1cm,POINT (77.39537 12.90992)
Dodda Aladamara,10,4,2qf,POINT (77.39551 12.90999)
Dodda Aladamara Cross,12,3,1v3,POINT (77.40741 12.96391)
Dodda Aladamara Cross,13,5,u7,POINT (77.40744 12.96386)
Dodda Basti,4,3,12p,POINT (77.47289 12.93956)
Dodda Basti,19,4,1ne,POINT (77.47298 12.93967)
Dodda Bommasandra,11,4,3p0,POINT (77.55886 13.06022)
Dodda Bommasandra,18,4,45p,POINT (77.55889 13.06065)
Dodda Bommasandra Arch,18,4,1ln,POINT (77.5591 13.05835)
Dodda Bommasandra Arch,11,4,3s2,POINT (77.55928 13.05884)
Dodda Byalakere,1,1,1pf,POINT (77.52464 13.1135)
Dodda Byalakere,26,9,39v,POINT (77.52494 13.11267)
Dodda Byalakere,5,4,4k,POINT (77.52495 13.11275)
Dodda Cheemanahalli,1,1,3kw,POINT (77.622 13.24782)
Dodda Cheemanahalli,1,1,u3,POINT (77.62204 13.24783)
Dodda Cheemanahalli Cross,1,1,28p,POINT (77.62393 13.2505)
Dodda Cheemanahalli Cross,1,1,2jx,POINT (77.62394 13.25053)
Dodda Dasarahalli,2,2,19d,POINT (77.83087 13.00454)
Dodda Dunnasandra,46,23,3c,POINT (77.81653 12.97685)
Dodda Dunnasandra,26,14,3iv,POINT (77.81661 12.97683)
Dodda Dunnasandra Cross,25,13,2u1,POINT (77.82017 12.97608)
Dodda Dunnasandra Cross,21,11,gx,POINT (77.82056 12.97599)
Dodda Dunnasandra Cross,26,13,zh,POINT (77.82046 12.97585)
Dodda Gubbi,13,3,12d,POINT (77.67375 13.07146)
Dodda Gubbi,9,3,2v0,POINT (77.67359 13.07144)
Dodda Haralegere,1,1,1nj,POINT (77.83881 13.19409)
Dodda Hullur Gate,4,2,2pl,POINT (77.82162 13.10193)
Dodda Hulluru School Gate,4,2,3sa,POINT (77.81685 13.0973)
Dodda Kurabarahalli,4,1,3n,POINT (77.80913 13.22559)
Dodda Maralawadi,2,1,lh,POINT (77.52529 12.61221)
Dodda Nallala,1,1,1s7,POINT (77.89655 13.08402)
Dodda Nekkundi,1,1,1fk,POINT (77.69418 12.97146)
Dodda Nekkundi Bridge/Rainbow Hospital,52,8,2z3,POINT (77.69764 12.97499)
Dodda Nekkundi Bridge/Rainbow Hospital,50,12,3qq,POINT (77.697 12.97565)
Dodda Nekkundi Cross,1,1,2rx,POINT (77.6933 12.96793)
Dodda Thimmasandra Gate,7,3,17p,POINT (77.81277 12.87879)
Dodda Tumkur,2,1,1kd,POINT (77.53104 13.22623)
Dodda Tumkur,1,1,2v1,POINT (77.53104 13.22616)
Doddabadhegere Gate,2,1,2y1,POINT (77.48293 12.669)
Doddaballapura Bus Stand,11,5,x1,POINT (77.54224 13.29346)
Doddaballapura Railway Station,5,3,1nr,POINT (77.55162 13.28041)
Doddaballapura Railway Station,6,3,47i,POINT (77.55176 13.28041)
Doddabannahalli,1,1,11x,POINT (77.74836 13.02641)
Doddabannahalli,2,1,431,POINT (77.74816 13.02625)
Doddabele,1,1,2jz,POINT (77.47754 12.88874)
Doddadenahalli 1,2,1,mr,POINT (77.91946 13.0683)
Doddagattiganabbe,2,1,7x,POINT (77.78788 13.03369)
Doddagattiganabbe Cross,2,1,2xz,POINT (77.78551 13.03341)
Doddagattiganabbe Cross,1,1,4aa,POINT (77.78547 13.03345)
Doddahosahalli,1,1,423,POINT (77.75047 13.19782)
Doddajala,1,1,nx,POINT (77.65328 13.1773)
Doddajala,2,2,q1,POINT (77.65338 13.17735)
Doddakallasandra,54,21,174,POINT (77.55671 12.88596)
Doddakallasandra,105,37,1vn,POINT (77.5565 12.88574)
Doddakallasandra Metro Station,52,20,2f8,POINT (77.55255 12.88469)
Doddakallasandra Metro Station,102,36,ha,POINT (77.55312 12.88467)
Doddakammanahalli,2,2,1k0,POINT (77.59989 12.85302)
Doddakammanahalli,7,1,40d,POINT (77.59994 12.85316)
Doddakannalli,16,6,2cu,POINT (77.69557 12.90719)
Doddakannalli,60,16,3ut,POINT (77.69556 12.90731)
Doddamma Temple,13,9,1xn,POINT (77.69068 12.8472)
Doddamma Temple,3,2,23,POINT (77.69884 12.87835)
Doddamma Temple,4,2,2s6,POINT (77.69092 12.8474)
Doddanalluru,2,1,1mh,POINT (77.76329 13.1915)
Doddanalluru,1,1,k1,POINT (77.76329 13.19142)
Dodderi College,5,2,17e,POINT (77.38597 12.86752)
Dodderi College,1,1,33z,POINT (77.38586 12.86757)
Dodderi Grama,1,1,41,POINT (77.3774 12.86629)
Dodderi Grama,2,1,dh,POINT (77.37822 12.86644)
Dodderi Tumkur Road,1,1,12h,POINT (77.30933 13.16986)
Dodderi Tumkur Road,1,1,38l,POINT (77.30925 13.16968)
Doddy,43,12,3g3,POINT (77.61213 13.0026)
Doddy,2,2,42,POINT (77.45169 13.16982)
Doddy,43,10,43p,POINT (77.61215 13.00266)
Doddy,3,1,vg,POINT (77.45169 13.16962)
Dombara Doddy Cross,2,1,3s9,POINT (77.39316 12.70197)
Dombarahalli,2,1,3sw,POINT (77.45981 13.0491)
Dombarahalli,5,4,65,POINT (77.45984 13.04914)
Domlur,105,14,2te,POINT (77.63667 12.96122)
Domlur,148,29,2xi,POINT (77.63809 12.96111)
Domlur Cross,2,2,2lr,POINT (77.8559 12.97456)
Domlur Cross,3,3,4w,POINT (77.8556 12.97476)
Domlur Flyover,149,30,1yf,POINT (77.64352 12.96048)
Domlur Flyover,105,14,2ea,POINT (77.64251 12.96045)
Domlur Flyover,13,1,2ur,POINT (77.64133 12.9577)
Domlur Flyover,17,1,ps,POINT (77.64155 12.9606)
Domlur Flyover,20,5,r4,POINT (77.64146 12.95799)
Dommara Doddy,2,1,pi,POINT (77.39699 12.7028)
Dommasandra,67,18,6f,POINT (77.75371 12.8796)
Dommasandra,19,9,gv,POINT (77.75375 12.87953)
Dommasandra Circle,71,19,273,POINT (77.75241 12.88322)
Dommasandra Circle,8,4,2dq,POINT (77.75237 12.8833)
Dommasandra Circle,11,5,2ky,POINT (77.75246 12.88311)
Donnenahalli,1,1,1bp,POINT (77.37519 12.88423)
Donnenahalli,4,2,3t7,POINT (77.37521 12.88427)
Dorekavalu,2,1,3op,POINT (77.68637 13.2621)
Double Road,6,1,7h,POINT (77.60967 12.87874)
Double Road BEML Layout,62,5,2y6,POINT (77.52066 12.9148)
Double Road BEML Layout,3,2,3s6,POINT (77.51347 12.91558)
Double Road BEML Layout,69,6,md,POINT (77.52066 12.91489)
Double Road Indiranagara,3,3,21a,POINT (77.6366 12.97832)
Double Road Indiranagara,4,3,3xi,POINT (77.63645 12.97821)
Dr BR Ambedkar Bus Terminal (Domlur),17,1,1ma,POINT (77.63853 12.96191)
Dr Shivaramkaranth Residents,1,1,3qo,POINT (77.62542 13.06908)
Dr.Shivaramakaranth Nagara,1,1,2c6,POINT (77.62917 13.06831)
Dubasipalya,1,1,1go,POINT (77.4952 12.92747)
Dubasipalya Cross,38,10,408,POINT (77.49583 12.9229)
Dubasipalya Cross,64,15,hd,POINT (77.49603 12.92273)
Dudapanahalli,7,5,dd,POINT (77.29642 12.96018)
Durga Parameshwari Temple,18,6,3hf,POINT (77.55975 13.08182)
Durga Parameshwari Temple,12,5,ku,POINT (77.55979 13.08182)
Dwaraka Nagara,17,3,1m9,POINT (77.49516 13.08783)
Dwaraka Nagara,32,10,204,POINT (77.61808 13.12136)
Dwaraka Nagara,17,10,2dc,POINT (77.49515 13.0878)
Dwaraka Nagara,20,12,2q,POINT (77.61816 13.12125)
Dyavarahalli Cross,3,1,3m,POINT (77.60747 13.23135)
E Hosuru,3,1,j3,POINT (77.60587 13.22706)
ELC NICE Road,1,1,30l,POINT (77.65885 12.85806)
ELC Toll Point,8,1,sm,POINT (77.67184 12.84621)
EMC2,47,11,1ye,POINT (77.69288 12.98239)
EMC2,50,7,2jo,POINT (77.69301 12.98256)
ESI Hospital Rajajinagara,116,11,18i,POINT (77.55256 12.99041)
ESI Hospital Rajajinagara,127,9,2jb,POINT (77.55258 12.99069)
ESI Hospital Rajajinagara,2,2,2n4,POINT (77.55084 12.99101)
ESI Hospital Rajajinagara,3,2,395,POINT (77.55091 12.99075)
East End Jayanagara,124,16,253,POINT (77.59629 12.91671)
East End Jayanagara,96,14,2s9,POINT (77.59739 12.91684)
East End Jayanagara,22,5,la,POINT (77.59683 12.91709)
East Point College,8,2,3ap,POINT (77.71999 13.05014)
East Point College,5,2,e0,POINT (77.72002 13.05001)
East Railway Station,82,27,1rh,POINT (77.61865 13.00143)
East West College Cross,63,8,22k,POINT (77.48629 12.98568)
East West College Cross,93,23,b6,POINT (77.48632 12.98559)
East West Public School,10,1,2qd,POINT (77.55638 13.00556)
East West Public School,1,1,32c,POINT (77.55647 13.00547)
Echalamara Vidyaranyapura,12,5,39c,POINT (77.55935 13.08)
Echalamara Vidyaranyapura,21,9,3rs,POINT (77.55932 13.08008)
Eco Space,93,13,1eu,POINT (77.6812 12.92838)
Eco Space,113,14,4at,POINT (77.68049 12.92776)
Ejipura,1,1,1sw,POINT (77.62876 12.94684)
Ejipura School,1,1,3yy,POINT (77.63081 12.94272)
Electric B Station,6,3,za,POINT (77.61394 12.97405)
Electronic City,209,30,17n,POINT (77.67083 12.84815)
Electronic City,11,3,1dr,POINT (77.66543 12.84536)
Electronic City,3,3,1n8,POINT (77.6707 12.84697)
Electronic City,3,2,233,POINT (77.67049 12.84717)
Electronic City,175,25,ao,POINT (77.6707 12.84756)
Electronic City,5,3,u8,POINT (77.6653 12.84549)
Electronic City FLY,9,2,1le,POINT (77.67202 12.84598)
Electronic City FLY,11,2,3bc,POINT (77.67068 12.84811)
Electronic City KIA,5,1,16b,POINT (77.66201 12.85049)
Electronic City PESIT College,169,23,1u8,POINT (77.66179 12.85897)
Electronic City PESIT College,188,32,2hn,POINT (77.6624 12.85881)
Electronic City Toll,2,1,3ma,POINT (77.66797 12.8458)
Electronic City Wipro Main Gate,42,9,2x5,POINT (77.65742 12.83594)
Elgin Floor Mill,17,5,1gc,POINT (77.60612 12.95814)
Elgin Floor Mill,19,5,1wf,POINT (77.6061 12.95873)
Embassy School,2,1,3a5,POINT (77.59548 13.17391)
Eradu Kamba,1,1,du,POINT (77.45135 12.84898)
Escorts,15,10,148,POINT (77.58564 13.10278)
Escorts,38,21,29m,POINT (77.58569 13.10263)
Eshwara Layout,2,1,18u,POINT (77.57564 12.89149)
Eshwara Temple Puttayyanapalya,1,1,39k,POINT (77.41179 12.95336)
Estate Tavarekere,4,3,360,POINT (77.40395 12.95436)
Estate Tavarekere,3,2,44m,POINT (77.40404 12.95449)
Exide Gate,14,5,3gc,POINT (77.78537 12.83507)
Exide Gate,9,5,5p,POINT (77.78528 12.83503)
Fairland Shop,1,1,24k,POINT (77.62531 12.95044)
Fathima Church,45,8,3lc,POINT (77.54137 13.05478)
Fathima Church,28,9,hb,POINT (77.5415 13.05478)
Forest Gate,63,8,1j9,POINT (77.45952 12.99185)
Forest Gate,92,22,4b,POINT (77.45971 12.99176)
Form House Gorinabele,2,2,1hb,POINT (77.35321 13.04568)
Forum Mall,22,6,370,POINT (77.61228 12.9346)
Forum Mall,95,16,3pu,POINT (77.74683 12.95977)
Forum Mall,41,9,qt,POINT (77.7468 12.95943)
Frazer Town,35,12,2kr,POINT (77.61196 13.00115)
Frazer Town,58,18,3f4,POINT (77.61144 13.00082)
Frazer Town,14,7,3h1,POINT (77.61257 13.00098)
GG Palya Toll,1,1,1c5,POINT (77.53588 13.03105)
GKVK,3,3,47k,POINT (77.58007 13.07792)
GKVK GATE,94,34,1mc,POINT (77.59245 13.07254)
GKVK GATE,74,28,np,POINT (77.59292 13.07276)
GKW Layout,11,5,n6,POINT (77.52845 12.96802)
GM Palya,1,1,2ki,POINT (77.66605 12.97519)
GM palya,3,3,27w,POINT (77.66618 12.97518)
GPO,2,2,1kw,POINT (77.59436 12.98137)
GPO,7,3,3g6,POINT (77.59405 12.98137)
GR Tech Park ITPL,155,44,1ng,POINT (77.74338 12.98681)
GR Tech Park ITPL,148,34,2xn,POINT (77.74351 12.98666)
GTRE Engine Division,3,3,180,POINT (77.64942 12.9836)
Gadipalya,9,3,2bc,POINT (77.52849 12.76631)
Gadipalya,6,2,3ke,POINT (77.52846 12.76627)
Galaxy Paradise (Tent),7,4,31p,POINT (77.62585 12.89162)
Galaxy Paradise (Tent),48,13,jr,POINT (77.62588 12.89167)
Ganagalu,2,1,8g,POINT (77.802 13.04925)
Ganagalu Cross,2,1,op,POINT (77.79761 13.04597)
Ganagaluru Circle,5,3,9p,POINT (77.85012 12.89343)
Ganagaluru Cross,14,5,1y0,POINT (77.86169 12.91382)
Ganagaluru Cross,11,5,46t,POINT (77.86184 12.91373)
Ganakal,2,1,1gd,POINT (77.35728 12.85251)
Ganakal,1,1,3f,POINT (77.51231 12.89801)
Ganakal,2,1,n7,POINT (77.35726 12.85243)
Ganapathi Nagara Raghavendra Badavane,10,2,2q1,POINT (77.49701 13.07897)
Ganapathi Nagara Raghavendra Badavane,9,3,3rk,POINT (77.49707 13.07897)
Ganapathihalli,8,4,20h,POINT (77.39526 12.91776)
Ganapathihalli,3,2,a3,POINT (77.39531 12.91791)
Ganapathipura,5,2,n5,POINT (77.57192 12.89338)
Ganapathipura,4,1,vc,POINT (77.57188 12.89327)
Gandhi Bazaar,8,4,42n,POINT (77.57014 12.94622)
Gandhi Farm Gate,2,1,2fk,POINT (77.49762 12.64482)
Gandhi Nagara,27,8,1d5,POINT (77.50442 12.79003)
Gandhi Nagara,62,22,jl,POINT (77.50452 12.79019)
Gandhipura,8,2,26a,POINT (77.75241 12.9697)
Gandhipura,3,1,2kp,POINT (77.75239 12.96968)
Ganesha Bhavan,20,10,jj,POINT (77.56426 12.94411)
Ganesha Circle Vaddarahalli,1,1,29p,POINT (77.45495 13.02569)
Ganesha Circle Vaddarahalli,2,1,425,POINT (77.45491 13.0257)
Ganesha Gudi Nelamangala,12,6,2nz,POINT (77.39289 13.08377)
Ganesha Gudi Nelamangala,7,3,42v,POINT (77.39293 13.08363)
Ganesha Temple Chandra Layout,7,3,14m,POINT (77.52876 12.95803)
Ganesha Temple Chandra Layout,12,4,3a9,POINT (77.52863 12.95772)
Ganesha Temple Mahalakshmi Layout,86,7,2uc,POINT (77.54313 13.00868)
Ganesha Temple Mahalaskhmi Layout,4,2,3yp,POINT (77.5432 13.00862)
Ganesha Temple Sahakara Nagara,1,1,1xj,POINT (77.58561 13.06342)
Ganesha Temple Tavarekere,63,19,1hg,POINT (77.40341 12.9671)
Ganesha Temple Tavarekere,45,8,2w8,POINT (77.40326 12.96708)
Ganesha Temple Thippasandra,2,2,29x,POINT (77.65412 12.97206)
Ganesha Temple Vasanthanagara,25,7,440,POINT (77.59199 12.99524)
Ganga International School,38,3,1vx,POINT (77.49627 13.02831)
Ganga International School,59,4,dx,POINT (77.49633 13.02827)
Gangadaranapalya,1,1,2s7,POINT (77.37612 13.12071)
Gangadhara Kalyana Mantapa,42,5,3fn,POINT (77.51137 13.08)
Gangadhara Kalyana Mantapa,22,5,3mm,POINT (77.51115 13.07995)
Gangamma Circle,45,15,1it,POINT (77.54635 13.05769)
Gangamma Circle,42,6,1zz,POINT (77.54654 13.05663)
Gangamma Circle,14,5,313,POINT (77.54635 13.05776)
Gangamma Circle,28,9,373,POINT (77.54672 13.05663)
Gangamma Temple Maralawadi Road,2,1,3ah,POINT (77.499 12.6363)
Gangappanahalli,8,5,1qa,POINT (77.35131 12.95852)
Gangappanahalli,3,1,46o,POINT (77.35111 12.95872)
Gangasandra,1,1,1xz,POINT (77.47075 12.84622)
Gangasandra,4,2,up,POINT (77.47073 12.84626)
Gangavara,1,1,xt,POINT (77.76347 13.15294)
Gangenahalli,5,3,1op,POINT (77.39188 12.98369)
Gangenahalli,8,3,22h,POINT (77.5841 13.02309)
Gangenahalli,40,4,sj,POINT (77.58457 13.02256)
Gangenahalli Cross,17,7,285,POINT (77.3999 12.97277)
Gangenahalli Cross,6,2,2a1,POINT (77.39994 12.97287)
Gangenahalli Junction,4,2,2lm,POINT (77.38713 12.98348)
Gangenahalli Junction,1,1,2xl,POINT (77.38718 12.9835)
Gangodahalli Cross (Vaikunta Bar),1,1,11d,POINT (77.46453 13.029)
Gangodahalli Cross 1(Vaikunta Bar),4,2,1qb,POINT (77.46448 13.02898)
Gangondanahalli,2,1,3ho,POINT (77.46776 13.02162)
Ganigarahalli,3,2,3zd,POINT (77.5106 13.08919)
Ganigarahalli,5,1,dw,POINT (77.51 13.08911)
Ganigarapalya,1,1,1t9,POINT (77.53311 12.87601)
Ganigarapalya Cross Yantaganahalli,2,2,1om,POINT (77.35991 13.06567)
Ganjalahalli,2,1,1nb,POINT (77.90164 13.15249)
Gantaganahalli,2,1,q7,POINT (77.58862 13.14336)
Gantakana Doddy Cross,9,2,14x,POINT (77.48824 12.74138)
Gantakana Doddy Cross,24,8,2bq,POINT (77.48828 12.74144)
Garden City College TC Palya,1,1,3ef,POINT (77.70708 13.02432)
Garden City College TC Palya,7,2,43m,POINT (77.70712 13.02443)
Garments Factory Borugunte,9,5,1jq,POINT (77.78312 12.8445)
Garments Factory Borugunte,14,5,sd,POINT (77.7829 12.84552)
Garuda Mall,137,24,2cq,POINT (77.61066 12.97026)
Garuda Mall,19,7,re,POINT (77.61042 12.96969)
Garudacharpalya,65,31,1k,POINT (77.70158 12.99403)
Garudacharpalya,53,22,1pg,POINT (77.70172 12.99388)
Garudappa Circle Thigalarapalya,33,2,101,POINT (77.48413 13.01568)
Garudappa Circle Thigalarapalya,51,2,eh,POINT (77.48414 13.01572)
Garvebhavipalya,194,36,3mf,POINT (77.63566 12.8964)
Garvebhavipalya,162,24,fo,POINT (77.63534 12.89609)
Gas Factory Kempalinganahalli,6,2,12t,POINT (77.36416 13.09242)
Gattahalli,3,2,1xm,POINT (77.70361 12.86831)
Gattigerepalya,1,1,1kz,POINT (77.50223 12.88369)
Gavi Gangadareshwara Temple,1,1,5s,POINT (77.5625 12.94898)
Gavinagamangala Gate,2,1,3ps,POINT (77.24346 12.93611)
Gaviyanapalya,2,1,34m,POINT (77.46995 12.84097)
Gayathri Nagara,1,1,10k,POINT (77.55991 12.99828)
Gayathri Nagara,10,1,401,POINT (77.55996 12.99824)
Gayathri Nagara Cross,5,1,16a,POINT (77.38348 13.01495)
Gayathri Nagara Cross,13,5,le,POINT (77.38346 13.01481)
Geddalahalli,8,3,3hw,POINT (77.57751 13.03077)
Geddalahalli,8,2,64,POINT (77.57751 13.03082)
Geddalahalli,22,10,ms,POINT (77.6454 13.04838)
Geddalahalli,55,22,t9,POINT (77.64532 13.0484)
Geddalapura,2,2,2ke,POINT (77.84056 12.99577)
Geetanjali Layout,1,1,1db,POINT (77.65471 12.97692)
Geetanjali Layout,3,2,2n0,POINT (77.65482 12.97691)
Gejjagadahalli Cross,1,1,3w7,POINT (77.49757 13.2359)
Gejjagalpalya,1,1,1c8,POINT (77.31333 13.03035)
Gerahalli,8,2,3du,POINT (77.39068 13.03738)
Gerahalli,10,4,3r6,POINT (77.3906 13.03725)
Gerupalya,21,9,3n0,POINT (77.44429 12.88772)
Gidadakonenahalli Cross,9,1,w7,POINT (77.48791 12.97455)
